instrument,instrument_annual_return,instrument_annual_volatility,instrument_sharpe,portfolio_annual_return,portfolio_annual_volatility,portfolio_sharpe
603338.SH,0.12,0.45,0.47,1.18,0.43,2.03
603355.SH,-0.01,0.42,0.19,1.1,0.42,1.97
603366.SH,-0.1,0.49,0.03,1.31,0.48,1.98
603368.SH,-0.04,0.36,0.08,0.86,0.36,1.9
603369.SH,0.17,0.43,0.59,1.14,0.41,2.05
603399.SH,-0.05,0.52,0.17,1.28,0.47,1.99
603456.SH,0.02,0.45,0.26,1.17,0.43,2.01
603518.SH,-0.12,0.45,-0.06,1.21,0.45,1.97
603519.SH,0.03,0.42,0.28,1.13,0.42,2
603558.SH,-0.04,0.4,0.09,1.02,0.4,1.95
603566.SH,-0.04,0.44,0.12,1.19,0.44,1.98
603567.SH,-0.07,0.35,-0.02,0.8,0.35,1.87
603568.SH,0.07,0.39,0.38,1.05,0.39,2.02
603588.SH,-0.07,0.39,0,0.95,0.39,1.93
603589.SH,0.03,0.43,0.27,1.14,0.43,2
603598.SH,-0.04,0.59,0.22,1.27,0.47,1.99
603599.SH,0.03,0.4,0.26,1.03,0.4,1.98
603600.SH,-0.13,0.45,-0.09,1.17,0.45,1.96
603601.SH,-0.04,0.43,0.12,1.14,0.43,1.97
603606.SH,0.2,0.47,0.62,1.14,0.41,2.08
603609.SH,-0.06,0.4,0.05,1.02,0.4,1.95
603611.SH,0,0.45,0.23,1.21,0.45,1.99
603616.SH,-0.18,0.52,-0.12,1.35,0.49,1.98
603618.SH,-0.06,0.45,0.1,1.22,0.45,1.98
603636.SH,0.01,0.51,0.27,1.24,0.45,2
603669.SH,-0.1,0.41,-0.05,1.06,0.41,1.95
603678.SH,0,0.47,0.25,1.25,0.46,1.99
603688.SH,0.14,0.53,0.51,1.18,0.42,2.05
603698.SH,-0.08,0.42,0.01,1.07,0.42,1.96
603699.SH,0.02,0.36,0.24,0.91,0.36,1.96
603703.SH,-0.03,0.5,0.19,1.31,0.48,1.98
603718.SH,-0.1,0.48,0.03,1.31,0.48,1.98
603729.SH,-0.15,0.5,-0.07,1.35,0.49,1.98
603766.SH,0.01,0.4,0.22,1.04,0.4,1.99
603788.SH,-0.03,0.41,0.12,1.06,0.41,1.97
603789.SH,-0.15,0.42,-0.17,1.05,0.42,1.92
603799.SH,0.16,0.59,0.54,1.23,0.44,2.03
603806.SH,0.1,0.47,0.44,1.18,0.43,2.03
603808.SH,-0.12,0.38,-0.16,0.89,0.38,1.87
603818.SH,-0.18,0.43,-0.24,1.09,0.43,1.93
603828.SH,-0.13,0.41,-0.13,1.02,0.41,1.92
603838.SH,-0.13,0.45,-0.09,1.16,0.44,1.95
603869.SH,-0.13,0.42,-0.12,1.06,0.42,1.94
603883.SH,-0.03,0.41,0.14,1.08,0.41,1.97
603885.SH,-0.06,0.41,0.06,1.03,0.41,1.95
603899.SH,0.05,0.36,0.33,0.94,0.36,2
603918.SH,-0.02,0.55,0.23,1.28,0.47,1.99
603939.SH,0.08,0.43,0.4,1.16,0.43,2.01
603968.SH,-0.1,0.41,-0.05,1.02,0.41,1.93
603969.SH,-0.04,0.46,0.15,1.24,0.46,1.98
603979.SH,0.08,0.4,0.39,1.06,0.4,2.01
603988.SH,0.02,0.55,0.3,1.27,0.46,1.99
603989.SH,-0.05,0.41,0.09,1.07,0.41,1.97
603993.SH,0.07,0.46,0.38,1.26,0.46,1.99
603997.SH,0,0.48,0.24,1.28,0.47,1.99
603998.SH,0.01,0.47,0.25,1.29,0.47,1.99
